topword,middleword,bottomword,chosenword,percentage,trial_type,question,response,rt,session,points,trialnum,datetime
,,,,,demographic,automatic user agent check,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36",,1,0,,2022-06-01T09:37:47.152Z
,,,,,demographic,automatic user agent check,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36",,2,0,,2022-06-01T09:37:47.192Z
,,,,,demographic,automatic user agent check,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36",,2,0,,2022-06-01T09:37:47.189Z
,,,,,demographic,automatic user agent check,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36",,3,0,,2022-06-01T09:37:47.289Z
,,,,,demographic,automatic user agent check,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36",,4,0,,2022-06-01T09:37:47.352Z
,,,,,demographic,automatic user agent check,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36",,5,0,,2022-06-01T09:37:47.367Z
a woman, life,a fish,a woman,,trial,,,2936.5,5,0,2,2022-06-01T09:38:51.434Z
 life,a woman, grass, life,,trial,,,2754.0999999046326,5,1,3,2022-06-01T09:38:54.188Z
fawn,horse,peacock,,0,feedback,,,7938.5,5,2,4,2022-06-01T09:39:38.476Z
,,,,,demographic,what is your age?,32,4432.200000286102,5,2,,2022-06-01T09:39:42.924Z
to forget, country,to seek,to seek,,trial,,,26356.900000095367,5,2,5,2022-06-01T09:40:09.286Z
 hair,to seek, country, country,,trial,,,3118.5999999046326,5,12,6,2022-06-01T09:40:12.405Z
caribou,duck,chicken,,0,feedback,,,4411.5,5,22,7,2022-06-01T09:40:16.825Z
,,,,,demographic,what is your gender?,female,3396.7999997138977,5,88,,2022-06-01T09:40:27.282Z
a cheek, clever,to deceive,to deceive,,trial,,,82784.69999980927,5,88,8,2022-06-01T09:41:50.075Z
a leg,to deceive, clever, clever,,trial,,,2485.800000190735,5,98,9,2022-06-01T09:41:52.559Z
