topword,middleword,bottomword,chosenword,percentage,trial_type,question,response,rt,session,points,trialnum,datetime
,,,,,demographic,automatic user agent check,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:100.0) Gecko/20100101 Firefox/100.0,,1,0,,2022-06-01T03:54:20.709Z
 people,a bed,a nose,a nose,,trial,,,6362,1,0,2,2022-06-01T03:54:57.462Z
 clothes,a nose,a bed,a bed,,trial,,,6166,1,10,3,2022-06-01T03:55:03.629Z
rooster,pig,gorilla,,50,feedback,,,37094,1,20,4,2022-06-01T03:56:00.051Z
,,,,,demographic,automatic user agent check,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:100.0) Gecko/20100101 Firefox/100.0,,1,0,,2022-06-01T03:56:07.667Z
,,,,,demographic,what is your age?,25,23985,1,108,,2022-06-01T03:56:25.112Z
 truth,a cheek, clothes, clothes,,trial,,,5692,1,108,5,2022-06-01T03:56:30.806Z
a shirt, clothes,a cheek,a cheek,,trial,,,3528,1,118,6,2022-06-01T03:56:34.334Z
rat,rooster,horse,,50,feedback,,,8884,1,128,7,2022-06-01T03:56:43.222Z
,,,,,demographic,what is your gender?,female,2789,1,214,,2022-06-01T03:56:47.251Z
to deceive,to believe,an arm,an arm,,trial,,,2783,1,214,8,2022-06-01T03:56:50.039Z
 meat,an arm,to believe, meat,,trial,,,3815,1,224,9,2022-06-01T03:56:53.854Z
an arm, meat, weak, weak,,trial,,,6577,1,225,10,2022-06-01T03:57:00.431Z
 child, weak, meat, meat,,trial,,,3936,1,235,11,2022-06-01T03:57:04.366Z
goat,chimp,chicken,,50,feedback,,,52126,1,245,12,2022-06-01T03:57:56.496Z
,,,,,demographic,what languages do you speak?,English,8319,1,328,,2022-06-01T03:58:11.479Z
a ladder,a gift, soft,a ladder,,trial,,,2837,1,328,13,2022-06-01T03:58:14.320Z
a gift,a ladder,to know,to know,,trial,,,4432,1,329,14,2022-06-01T03:58:18.752Z
an arm,to know,a ladder,an arm,,trial,,,4728,1,339,15,2022-06-01T03:58:23.480Z
to know,an arm, meat, meat,,trial,,,3032,1,340,16,2022-06-01T03:58:26.511Z
brown, meat,an arm,an arm,,trial,,,4834,1,350,17,2022-06-01T03:58:31.345Z
alligator,iguana,coyote,,50,feedback,,,9291,1,360,18,2022-06-01T03:58:40.642Z
,,,,,demographic,what is the highest level ofeducation you have completed?,5_bachelor,2375,1,390,,2022-06-01T03:58:44.663Z
 cheap,a story,a pillow, cheap,,trial,,,2383,1,390,19,2022-06-01T03:58:47.048Z
a story, cheap,a corner,a story,,trial,,,3824,1,391,20,2022-06-01T03:58:50.872Z
lobster,cougar,dolphin,,50,feedback,,,59825,1,392,21,2022-06-01T03:59:50.698Z
,,,,,demographic,what is your first/native language?,English,7287,1,472,,2022-06-01T03:59:58.929Z
a picture,purple, dirt,a picture,,trial,,,2183,1,472,22,2022-06-01T04:00:01.113Z
purple,a picture, clever, clever,,trial,,,1712,1,473,23,2022-06-01T04:00:02.825Z
a teacher, clever,a picture,a teacher,,trial,,,2824,1,483,24,2022-06-01T04:00:05.649Z
 clever,a teacher,a shoe,a shoe,,trial,,,1512,1,484,25,2022-06-01T04:00:07.161Z
 money,a shoe,a teacher, money,,trial,,,1248,1,494,26,2022-06-01T04:00:08.409Z
a shoe, money,to hear,to hear,,trial,,,1288,1,495,27,2022-06-01T04:00:09.697Z
toad,dolphin,cougar,,43,feedback,,,22623,1,505,28,2022-06-01T04:00:32.322Z
,,,,,demographic,what country do you currently live in?,USA,4743,1,588,,2022-06-01T04:00:37.570Z
a shoe,a teacher, power,a shoe,,trial,,,877,1,588,29,2022-06-01T04:00:38.450Z
a teacher,a shoe,to speak,to speak,,trial,,,4136,1,589,30,2022-06-01T04:00:42.586Z
to win,to speak,a shoe,to win,,trial,,,3424,1,599,31,2022-06-01T04:00:46.009Z
to speak,to win,to believe,to believe,,trial,,,1455,1,600,32,2022-06-01T04:00:47.466Z
an arm,to believe,to win,an arm,,trial,,,905,1,610,33,2022-06-01T04:00:48.370Z
to believe,an arm, weight, weight,,trial,,,800,1,611,34,2022-06-01T04:00:49.170Z
chimp,turtle,beaver,,50,feedback,,,49624,1,621,35,2022-06-01T04:01:38.796Z
,,,,,demographic,do you have any comments for us?,NICE,10768,1,696,,2022-06-01T04:01:51.451Z
to deceive,to know, sad,to deceive,,trial,,,1284,1,696,36,2022-06-01T04:01:52.739Z
to know,to deceive,a family,a family,,trial,,,912,1,697,37,2022-06-01T04:01:53.651Z
 pain,a family,to deceive, pain,,trial,,,992,1,707,38,2022-06-01T04:01:54.643Z
a family, pain, powerful, powerful,,trial,,,1217,1,708,39,2022-06-01T04:01:55.859Z
 week, powerful, pain, week,,trial,,,912,1,718,40,2022-06-01T04:01:56.770Z
 powerful, week,to melt,to melt,,trial,,,1024,1,719,41,2022-06-01T04:01:57.796Z
duck,crocodile,chicken,,50,feedback,,,154119,1,729,42,2022-06-01T04:04:31.918Z
to add, country, milk,to add,,trial,,,967,1,754,43,2022-06-01T04:04:38.301Z
 country,to add,a woman,a woman,,trial,,,704,1,755,44,2022-06-01T04:04:39.005Z
purple,a woman,to add,purple,,trial,,,552,1,765,45,2022-06-01T04:04:39.557Z
a woman,purple,a picture,a picture,,trial,,,656,1,766,46,2022-06-01T04:04:40.213Z
 clever,a picture,purple, clever,,trial,,,608,1,776,47,2022-06-01T04:04:40.821Z
a picture, clever,a teacher,a teacher,,trial,,,928,1,777,48,2022-06-01T04:04:41.749Z
tiger,rat,vulture,,50,feedback,,,2622,1,787,49,2022-06-01T04:04:44.374Z
 power,a teacher,a shoe, power,,trial,,,951,1,878,50,2022-06-01T04:04:45.645Z
a teacher, power,blue,blue,,trial,,,664,1,879,51,2022-06-01T04:04:46.310Z
a mistake,blue, power,a mistake,,trial,,,592,1,889,52,2022-06-01T04:04:46.901Z
blue,a mistake,to destroy,to destroy,,trial,,,1336,1,890,53,2022-06-01T04:04:48.237Z
to steal,to destroy,a mistake,a mistake,,trial,,,1056,1,900,54,2022-06-01T04:04:49.293Z
pony,bat,rattlesnake,,49,feedback,,,2061,1,910,55,2022-06-01T04:04:51.357Z
yellow, sick,a vein,yellow,,trial,,,719,1,990,56,2022-06-01T04:04:52.853Z
 sick,yellow,a gift,a gift,,trial,,,553,1,991,57,2022-06-01T04:04:53.407Z
a ladder,a gift,yellow,a ladder,,trial,,,599,1,1001,58,2022-06-01T04:04:54.005Z
a gift,a ladder,to know,to know,,trial,,,1017,1,1002,59,2022-06-01T04:04:55.022Z
an arm,to know,a ladder,an arm,,trial,,,559,1,1012,60,2022-06-01T04:04:55.582Z
to know,an arm, meat, meat,,trial,,,560,1,1013,61,2022-06-01T04:04:56.141Z
camel,seal,alligator,,50,feedback,,,1181,1,1023,62,2022-06-01T04:04:57.325Z
 famous,to eat,brown, famous,,trial,,,775,1,1101,63,2022-06-01T04:04:58.917Z
to eat, famous,to bother,to bother,,trial,,,600,1,1102,64,2022-06-01T04:04:59.517Z
an arm,to bother, famous,an arm,,trial,,,528,1,1112,65,2022-06-01T04:05:00.045Z
to bother,an arm, weight, weight,,trial,,,592,1,1113,66,2022-06-01T04:05:00.637Z
a boot, weight,an arm,a boot,,trial,,,584,1,1123,67,2022-06-01T04:05:01.222Z
 weight,a boot, other, other,,trial,,,554,1,1124,68,2022-06-01T04:05:01.775Z
toad,seal,lamb,,53,feedback,,,109482,1,1134,69,2022-06-01T04:06:51.260Z
 dirt,purple,a gift, dirt,,trial,,,1016,1,1222,70,2022-06-01T04:06:52.518Z
purple, dirt,a business,a business,,trial,,,439,1,1223,71,2022-06-01T04:06:52.959Z
 grass,a business, dirt, grass,,trial,,,504,1,1233,72,2022-06-01T04:06:53.463Z
a business, grass, hair, hair,,trial,,,513,1,1234,73,2022-06-01T04:06:53.975Z
to lose, hair, grass,to lose,,trial,,,904,1,1244,74,2022-06-01T04:06:54.879Z
 hair,to lose,to believe,to believe,,trial,,,441,1,1245,75,2022-06-01T04:06:55.320Z
chicken,goat,lion,,50,feedback,,,3352,1,1255,76,2022-06-01T04:06:58.675Z
a chair, child,a shoe,a chair,,trial,,,566,1,1330,77,2022-06-01T04:07:00.063Z
 child,a chair, noise, noise,,trial,,,466,1,1331,78,2022-06-01T04:07:00.528Z
a toe, noise,a chair,a chair,,trial,,,376,1,1341,79,2022-06-01T04:07:00.904Z
rooster,lamb,rat,,100,feedback,,,28343,1,1351,80,2022-06-01T04:07:29.249Z
a word, naked,a shirt,a shirt,,trial,,,975,1,1361,81,2022-06-01T04:07:34.760Z
a shelf,a shirt, naked,a shelf,,trial,,,583,1,1371,82,2022-06-01T04:07:35.343Z
a shirt,a shelf, memory, memory,,trial,,,376,1,1372,83,2022-06-01T04:07:35.720Z
