topword,middleword,bottomword,chosenword,percentage,trial_type,question,response,rt,session,points,trialnum,datetime
,,,,,demographic,automatic user agent check,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36",,1,0,,2022-06-01T15:49:20.503Z
 money,the ground,a story,a story,,trial,,,3170.399999999441,1,0,2,2022-06-01T15:49:38.395Z
to speak,a story,the ground,to speak,,trial,,,2238.5,1,10,3,2022-06-01T15:49:40.634Z
a story,to speak,a bed,a story,,trial,,,2098.100000000559,1,11,4,2022-06-01T15:49:42.732Z
,,,,,demographic,automatic user agent check,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36",,2,12,,2022-06-01T15:50:53.339Z
 cheap,to bother,a fish, cheap,,trial,,,6003.9000000003725,2,12,2,2022-06-01T15:51:01.135Z
to bother, cheap,to seek,to bother,,trial,,,2526.5,2,13,3,2022-06-01T15:51:03.661Z
iguana,crocodile,peacock,,100,feedback,,,17208.10000000056,2,14,4,2022-06-01T15:51:20.872Z
,,,,,demographic,what is your age?,,1295.0999999996275,2,71,,2022-06-01T15:51:25.072Z
,,,,,demographic,automatic user agent check,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36",,3,71,,2022-06-01T15:51:28.757Z
 weak, gentle, famous, weak,,trial,,,2844.9000000003725,3,71,2,2022-06-01T15:51:33.804Z
 gentle, weak,a box, gentle,,trial,,,3070.2000000001863,3,72,3,2022-06-01T15:51:36.874Z
rat,vulture,turkey,,3,feedback,,,6637.600000000559,3,73,4,2022-06-01T15:51:43.514Z
,,,,,demographic,what languages do you speak?,english,5888.9000000003725,3,134,,2022-06-01T15:51:52.196Z
orange,a toe,to steal,orange,,trial,,,6511.200000000186,3,134,5,2022-06-01T15:51:58.708Z
a toe,orange,to read,a toe,,trial,,,3769.399999999441,3,135,6,2022-06-01T15:52:02.477Z
pony,seal,perch,,72,feedback,,,2766.2999999998137,3,136,7,2022-06-01T15:52:05.245Z
,,,,,demographic,what is the highest level ofeducation you have completed?,6_doctorate,5888.5999999996275,3,178,,2022-06-01T15:52:12.606Z
 money, people, people, people,,catch,,,3032,3,178,8,2022-06-01T15:52:15.639Z
alligator,iguana,coyote,,88,feedback,,,2806.2999999998137,3,188,9,2022-06-01T15:52:18.447Z
,,,,,demographic,what is your first/native language?,english,4177,3,274,,2022-06-01T15:52:24.560Z
a word,to sell,to sell,to sell,,catch,,,2119,3,274,10,2022-06-01T15:52:26.680Z
elk,dolphin,crab,,14,feedback,,,3286.0999999996275,3,284,11,2022-06-01T15:52:29.968Z
,,,,,demographic,what country do you currently live in?,,1079.5,3,318,,2022-06-01T15:52:32.832Z
,,,,,demographic,automatic user agent check,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36",,1,0,,2022-06-01T15:52:57.915Z
 milk,a ladder,to steal,to steal,,trial,,,3075.399999999441,1,0,2,2022-06-01T15:53:08.281Z
 people,to steal,a ladder, people,,trial,,,1900.5,1,10,3,2022-06-01T15:53:10.181Z
to steal, people,to believe,to believe,,trial,,,2545.5,1,11,4,2022-06-01T15:53:12.727Z
 memory,to believe, people, memory,,trial,,,3864.2000000001863,1,21,5,2022-06-01T15:53:16.591Z
to believe, memory, sick,to believe,,trial,,,2304.2000000001863,1,22,6,2022-06-01T15:53:18.895Z
gorilla,pig,rooster,,40,feedback,,,4704.5,1,23,7,2022-06-01T15:53:26.936Z
,,,,,demographic,what is your age?,,1328.5,1,87,,2022-06-01T15:53:29.609Z
,,,,,demographic,automatic user agent check,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36",,1,0,,2022-06-01T15:55:08.061Z
 people,orange,orange,orange,,catch,,,1531.0999999996275,1,0,2,2022-06-01T15:55:13.871Z
turtle,vulture,rooster,,6,feedback,,,4207.699999999255,1,10,3,2022-06-01T15:55:21.518Z
