sliders,choices,rt,default,left_words,max,max_duration,min,question_type,right_words,slider_words,triad_mix,trial,trial_num
"50,25,50,25","true,true,true,true","3452.5,3677.89999999851,3927.5,4037.2000000029802",50,"hammer,hammer,hammer,hammer",100,12,0,type3,"find,find,find,find","pen,radio,brush,toy",80% type 1/20% type 3,63,3
"15,17,50,23","true,true,true,true","3799.10000000149,2610.2999999970198,2947.2000000029802,2864.6999999955297",50,"dress,dress,dress,dress",100,12,0,type3,"buffalo,buffalo,buffalo,buffalo","belt,necklace,gloves,coat",80% type 1/20% type 3,65,4
"15,88,100,11","true,true,true,true","4468.19999999553,3644.89999999851,2475.8000000044703,3377.10000000149",50,"coat,coat,coat,coat",100,12,0,type1,"dress,dress,dress,dress","shirt,belt,necklace,gloves",80% type 1/20% type 3,26,5
"80,76,48,21","true,true,true,true","7009.70000000298,2249.5,4030.2999999970198,2680.10000000149",50,"submarine,submarine,submarine,submarine",100,12,0,type1,"wagon,wagon,wagon,wagon","train,bike,airplane,ship",80% type 1/20% type 3,53,6
"34,73,24,78","true,true,true,true","2542.7000000029802,2585.6999999955297,3213,3386.7000000029802",50,"chair,chair,chair,chair",100,12,0,type1,"cabinet,cabinet,cabinet,cabinet","cushion,desk,couch,door",80% type 1/20% type 3,35,7
"37,77,50,50","true,true,true,true","4303.5,2370.7999999970198,2231.2000000029802,2174.7999999970198",50,"bike,bike,bike,bike",100,12,0,type3,"exist,exist,exist,exist","work,allow,find,make",80% type 1/20% type 3,61,8
"66,25,62,29","true,true,true,true","3266.89999999851,3204.10000000149,2824.0999999940395,2892.4000000059605",50,"dish,dish,dish,dish",100,12,0,type1,"scissors,scissors,scissors,scissors","knife,fork,pot,oven",80% type 1/20% type 3,27,9
"50,50,57,44","true,true,true,true","2553.10000000149,995.8999999985099,1693.1000000014901,2224.8000000044703",50,"oven,oven,oven,oven",100,12,0,type1,"fork,fork,fork,fork","scissors,pot,knife,dish",80% type 1/20% type 3,13,10
"43,80,50,50","true,true,false,true","2300.7999999970198,1969.5,1438,720.7999999970198",50,"gloves,gloves,gloves,gloves",100,12,0,type1,"belt,belt,belt,belt","coat,shirt,dress,necklace",80% type 1/20% type 3,33,11
"69,50,17,64","true,false,false,true","1857.0999999940395,1343,1974.5,1981.9000000059605",50,"scissors,scissors,scissors,scissors",100,12,0,type1,"oven,oven,oven,oven","fork,knife,dish,pot",80% type 1/20% type 3,34,12
