sliders,choices,rt,default,left_words,max,max_duration,min,question_type,right_words,slider_words,triad_mix,trial,trial_num
"0,50,49,100","true,,true,false","6085,,6209,4247",50,"lion,lion,lion,lion",100,12,0,type1,"octopus,octopus,octopus,octopus","buffalo,clam,turtle,snail",80% type 1/20% type 3,51,3
"100,49,100,100","true,true,true,true","3859,4461,4984,5779.000000000015",50,"cushion,cushion,cushion,cushion",100,12,0,type1,"cabinet,cabinet,cabinet,cabinet","desk,door,chair,couch",80% type 1/20% type 3,12,4
"51,50,52,100","true,true,true,true","4174,4095,5479,3920",50,"fork,fork,fork,fork",100,12,0,type1,"knife,knife,knife,knife","dish,pot,oven,scissors",80% type 1/20% type 3,18,5
"26,0,0,0","true,true,true,true","3654,3660,3998,9444",50,"chair,chair,chair,chair",100,12,0,type1,"door,door,door,door","cabinet,desk,cushion,couch",80% type 1/20% type 3,26,6
"0,6,50,0","true,true,true,true","3841,8010,1613,5171",50,"belt,belt,belt,belt",100,12,0,type3,"chair,chair,chair,chair","dress,shirt,coat,necklace",80% type 1/20% type 3,64,7
"100,64,71,22","true,true,true,true","4394,7726,7112,3152",50,"gloves,gloves,gloves,gloves",100,12,0,type3,"pen,pen,pen,pen","brush,toy,radio,doll",80% type 1/20% type 3,60,8
"0,100,0,100","true,true,true,true","5291.000000000029,2958.999999999971,9011,4661.000000000029",50,"necklace,necklace,necklace,necklace",100,12,0,type1,"belt,belt,belt,belt","dress,coat,shirt,gloves",80% type 1/20% type 3,14,9
"100,100,100,100","true,true,true,true","2739,2814,3965,2570",50,"scissors,scissors,scissors,scissors",100,12,0,type1,"dish,dish,dish,dish","pot,oven,fork,knife",80% type 1/20% type 3,39,10
"49,50,50,50","true,true,true,false","5187,1939,1856,5060",50,"knife,knife,knife,knife",100,12,0,type1,"oven,oven,oven,oven","dish,pot,fork,scissors",80% type 1/20% type 3,11,11
"0,50,100,0","true,true,true,true","7933,2052.000000000029,3898.999999999971,3330",50,"brush,brush,brush,brush",100,12,0,type1,"pen,pen,pen,pen","toy,radio,doll,hammer",80% type 1/20% type 3,15,12
"0,0,53,0","true,true,true,false","3792.000000000058,4317.999999999942,6151,11882",50,"ship,ship,ship,ship",100,12,0,type1,"airplane,airplane,airplane,airplane","train,submarine,bike,wagon",80% type 1/20% type 3,20,13
"100,0,100,0","true,true,true,true","3440,2497,3620,4205",50,"necklace,necklace,necklace,necklace",100,12,0,type1,"coat,coat,coat,coat","belt,dress,gloves,shirt",80% type 1/20% type 3,21,14
"50,100,50,0","true,true,true,true","1721,6159,2059,4095",50,"allow,allow,allow,allow",100,12,0,type1,"protect,protect,protect,protect","work,exist,find,use",80% type 1/20% type 3,17,15
"50,50,100,50","false,false,true,false","5559,2094,4156,8683",50,"brush,brush,brush,brush",100,12,0,type1,"hammer,hammer,hammer,hammer","doll,radio,pen,toy",80% type 1/20% type 3,50,16
