en_prefix,en_wordform,category,pos_gloss,nl_wordform,de_prefix,de_wordform,he_prefix,he_wordform,es_wordform,it_wordform,fr_wordform,ru_wordform,zh_wordform,mcrae_concept,buchanan_cue,swow_cue,binder_word,glasgow_word,subtlex_spelling,alignment,neighbour_overlap,editdistance,k,n,zipf_freq_l1,zipf_freq_l2,passes_concept_filter,passes_wiki_filter,global_semantic_density_l1,global_semantic_density_l2,local_semantic_density_l1,local_semantic_density_l2,KF,ln(KF),BNC,ln(BNC),Familiarity,Length_Letters,Length_Phonemes,Length_Syllables,Bigram,Trigram,ColtheartN,Num_Feats_Tax,Num_Feats_No_Tax,Num_Disting_Feats_No_Tax,Disting_Feats_%_No_Tax,Mean_Distinct_No_Tax,Mean_CV_No_Tax,Density_No_Tax,Num_Corred_Pairs_No_Tax,%_Corred_Pairs_No_Tax,Num_Func,Num_Vis_Mot,Num_VisF&S,Num_Vis_Col,Num_Sound,Num_Taste,Num_Smell,Num_Tact,Num_Ency,Num_Tax,frequency_feature,id,participantID,age,education,mean r,vision,bright,dark,color,pattern,large,small,motion,biomotion,fast,slow,shape,complexity,face,body,touch,temperature,texture,weight,pain,audition,loud,low,high,sound,music,speech,taste,smell,head,upperlimb,lowerlimb,practice,landmark,path,scene,near,toward,away,number,time,duration,long,short,caused,consequential,social,human,communication,self,cognition,benefit,harm,pleasant,unpleasant,happy,sad,angry,disgusted,fearful,surprised,drive,needs,attention,arousal,word length,word frequency,word log10 frequency,length,AROU_M,AROU_SD,AROU_N,VAL_M,VAL_SD,VAL_N,DOM_M,DOM_SD,DOM_N,CNC_M,CNC_SD,CNC_N,IMAG_M,IMAG_SD,IMAG_N,FAM_M,FAM_SD,FAM_N,AOA_M,AOA_SD,AOA_N,SIZE_M,SIZE_SD,SIZE_N,GEND_M,GEND_SD,GEND_N,FreqCount,Cbeebies_freq,CBBC_freq,BNC_freq,LogFreq(Zipf),LogFreqCbeebies(Zipf),LogFreqCBBC(Zipf),LogFreqBNC(Zipf),CD_count,CD_count_Cbeebies,CD,CD_cbeebies,CD_cbbc,DomPoSFreq,DomPoSLemmaTotalFreq,CapitFreq,Hyphen,Freq_double_entry,dom_pos_pct
,elephant,animal,noun,olifant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,fish,animal,noun,vis,,,,,,,,,,,,fish,fish,fish,fish,0.319826267007874,43.84375,4.53125,100.0,869.53125,4.9,4.557777777777780,1.0,0.5625,0.1973527946968310,0.2823627770463160,171.5020222335650,229.36072800901800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62019.86,5300.24,50.08,,0.7866,4.7143,1.7143,1.0357,2.5714,3.8571,1.7143,3.1429,4.5357,5.3214,3.5714,1.5,5.0714,2.9286,0.4643,0.4643,4.2857,3.4643,3.4643,3.4286,0.3214,0.3571,0.2857,0.4286,0.1786,0.3571,0.0,0.0,5.1786,5.4286,1.5714,1.0357,0.0357,2.5,0.9643,2.2143,4.1071,0.6071,1.8929,1.3214,0.3929,0.1071,0.1429,0.1429,0.1786,0.2857,0.3929,0.1429,0.4286,0.0357,0.3214,0.0,2.4643,0.8214,2.5,0.7857,1.5714,0.0,0.0,0.8929,0.2143,0.8571,0.25,1.4286,2.3214,1.0357,4.0,34.8046,1.5416,4.0,3.7273,1.989,33.0,5.3871,0.83,31.0,5.6129,1.2871,31.0,6.8065,0.5913,31.0,6.7037,0.6563,27.0,6.0741,1.245,27.0,1.8438,0.7545,32.0,2.3438,1.0785,32.0,3.9697,0.9995,33.0,31347.0,1925.0,4083.0,10894.0,5.19,5.52,5.48,5.03,7040.0,456.0,0.156,0.094,0.195,30132.0,30406.0,2217.0,0.0,,96.12403100775190
,fox,animal,noun,vos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,frog,animal,noun,kikker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,giraffe,animal,noun,giraf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,horse,animal,noun,paard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lion,animal,noun,leeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lizard,animal,noun,hagedis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,mosquito,animal,noun,mug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,mouse,animal,noun,muis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,nest,animal,noun,nest,,,,,,,,,,,,nest,,nest,nest,0.2446660578151420,36.93333333333330,3.7666666666666700,100.0,888.6,4.06,3.9844444444444400,1.0,0.5666666666666670,0.1965743584457600,0.2867722407992770,174.89770401990300,237.99393515663200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356447.62,31918.9,32.91,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.9697,1.9922,66.0,5.8939,1.2201,66.0,5.1385,1.635,65.0,6.3731,0.9278,67.0,6.5303,0.7632,66.0,5.2903,1.5491,62.0,2.3088,0.7907,68.0,2.4638,1.3575,69.0,2.8636,1.0855,66.0,5094.0,630.0,403.0,1465.0,4.4,5.03,4.47,4.16,1921.0,213.0,0.043,0.044,0.034,4918.0,5767.0,220.0,0.0,,96.54495484884180
,octopus,animal,noun,octopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pig,animal,noun,varken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pigeon,animal,noun,duif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rabbit,animal,noun,konijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rat,animal,noun,rat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,seal,animal,noun,zeehond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,snake,animal,noun,slang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,spider,animal,noun,spin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,squid,animal,noun,inktvis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,squirrel,animal,noun,eekhoorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,tiger,animal,noun,tijger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,turtle,animal,noun,schildpad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,whale,animal,noun,walvis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,wolf,animal,noun,wolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,worm,animal,noun,worm,,,,,,,,,,worm,,worm,,worm,worm,0.22788275335326900,35.935483870967700,4.32258064516129,100.0,923.2903225806450,3.73,3.706363636363640,1.0,0.6451612903225810,0.1851669968167670,0.2631542167318140,170.85125040759800,238.59054623596000,9.0,2.2,1273.0,7.15,6.55,4.0,3.0,1.0,2233.65,722.34,9.0,11.0,11.0,3.0,27.3,0.325,0.333,8.74,1.0,4.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,,326034.26,29231.4,32.84,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.2727,1.8467,33.0,4.0968,1.3994,31.0,4.9355,1.6448,31.0,6.6429,0.7178,28.0,6.7778,0.5666,27.0,5.3333,1.4142,27.0,2.375,0.5449,32.0,1.5758,0.9221,33.0,4.8125,0.8077,32.0,1382.0,280.0,317.0,595.0,3.84,4.68,4.37,3.77,721.0,104.0,0.016,0.021,0.033,1335.0,3238.0,171.0,0.0,,96.59913169319830
,zebra,animal,noun,zebra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
an,arm,bodypart,noun,arm,,,,,,,,,,,,arm,arm,arm,arm,0.31805344112349500,38.0625,3.78125,100.0,850.90625,4.73,4.434444444444440,1.0,0.5625,0.17366607442375700,0.29562399122967100,148.00803325847100,225.62999792596700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115974.17,10001.91,44.56,4.25,0.8183000000000000,5.5667,0.8000000000000000,0.5333,2.2333,1.9667000000000000,1.4000000000000000,1.4667000000000000,3.9667,4.5,2.1,1.2667,4.8,1.6667000000000000,0.1667,5.2333,4.0667,1.1333,3.0667000000000000,2.0,1.1,0.1333,0.2667,0.0333,0.0,0.1333,0.3,0.0667,0.23330000000000000,0.4000000000000000,0.7000000000000000,5.7,0.3333,5.1667,0.3667,1.0333,0.7000000000000000,5.5,2.2,2.3333,2.9667,0.0,0.0,0.6,0.0,0.5333,1.2333,0.7000000000000000,0.8000000000000000,2.9667,2.8667,0.2667,3.3000000000000000,2.6333,1.8,0.10000000000000000,1.0,0.0,0.0333,0.1667,0.0333,0.20000000000000000,0.4333,5.400000000000000,1.1333,0.3333,3.0,23.0775,1.3632,3.0,4.3313,2.0295,33.0,4.608566666666670,1.2132333333333300,34.0,6.126766666666670,1.736633333333330,32.333333333333300,6.374300000000000,0.8352000000000000,33.0,6.333366666666670,1.0287333333333300,33.0,5.975200000000000,0.9103333333333330,29.333333333333300,2.8535333333333300,0.9644666666666670,34.666666666666700,3.8251333333333300,1.5096333333333300,34.333333333333300,4.829366666666670,0.9793666666666670,34.0,10147.0,415.0,1110.0,9194.0,4.7,4.85,4.91,4.96,6085.0,193.0,0.135,0.04,0.12,9888.0,21319.0,292.0,0.0,,97.44752143490690
a,body,bodypart,noun,lichaam,,,,,,,,,,,body,body,,body,body,0.2272011458943730,33.05882352941180,4.235294117647060,100.0,862.2941176470590,5.4,5.1,1.0,0.5,0.1923191042778110,0.27648010136887900,165.7036947973390,219.59919843261100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,59611.52,5092.71,48.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.2121,2.3453,33.0,5.9032,1.146,31.0,4.9063,1.99,32.0,6.0,1.299,32.0,6.3438,1.0491,32.0,6.76,0.5851,25.0,2.0606,0.6937,33.0,4.0606,1.4342,33.0,3.2121,1.3202,33.0,30204.0,809.0,2783.0,25526.0,5.18,5.14,5.31,5.4,13816.0,347.0,0.306,0.072,0.233,29836.0,36537.0,640.0,0.0,,98.78161832869820
a,bone,bodypart,noun,bot,,,,,,,,,,,bone,bone,,bone,bone,0.34639187941165900,47.241379310344800,4.413793103448280,100.0,873.1724137931040,4.42,4.355555555555560,1.0,0.5862068965517240,0.20605851319971600,0.2926796942969810,180.11656964489300,230.8933482945120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.583333333333330,315923.6,28464.96,30.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.875,1.9486,32.0,5.4333,1.0225,30.0,5.2188,1.5759,32.0,6.7333,0.5121,30.0,6.6429,0.7178,28.0,5.96,0.9992,25.0,2.5,0.8292,32.0,3.3667,1.4256,30.0,4.6452,0.9349,31.0,6578.0,154.0,583.0,2432.0,4.51,4.42,4.63,4.38,3291.0,53.0,0.073,0.011,0.062,6260.0,11500.0,445.0,0.0,,95.16570386135600
a,brain,bodypart,noun,brein,,,,,,,,,,,brain,brain,,brain,brain,0.35073104254112000,39.294117647058800,5.176470588235290,100.0,875.7058823529410,4.9,4.35,1.0,0.5882352941176470,0.19256741234206300,0.28106652222299200,168.624051564911,231.06444100652800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,303153.35,27260.61,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.9,1.9209,30.0,7.1935,1.33,31.0,6.8387,1.7798,31.0,6.3333,1.0435,30.0,6.1034,1.3221,29.0,6.4583,1.04,24.0,2.9,1.044,30.0,4.3667,1.9746,30.0,4.2222,0.5666,27.0,13849.0,847.0,1599.0,4767.0,4.84,5.16,5.07,4.68,6017.0,250.0,0.133,0.052,0.16,13165.0,17820.0,1277.0,0.0,,95.0610152357571
,breast,bodypart,noun,borst,,,,,,,,,,,breast,breast,,breast,breast,0.3778786694505320,38.241379310344800,5.517241379310350,100.0,898.8620689655170,4.33,4.464444444444440,1.0,0.5517241379310350,0.19067705207236100,0.3090240785008420,171.50788901789900,263.6841785603590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,344898.38,30815.38,34.28,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.2941,1.7578,34.0,6.3636,1.5139,33.0,5.5625,1.3448,32.0,6.4848,0.657,33.0,6.625,0.6495,32.0,6.1875,1.1575,32.0,4.3235,1.4291,34.0,3.4848,1.3285,33.0,1.303,0.9369,33.0,3106.0,8.0,46.0,1677.0,4.19,3.19,3.54,4.22,1523.0,6.0,0.034,0.001,0.007,3049.0,3938.0,140.0,0.0,,98.16484224082420
a,cheek,bodypart,noun,wang,,,,,,,,,,,,cheek,,cheek,cheek,0.24399030569652300,38.241379310344800,5.103448275862070,100.0,910.9655172413790,3.97,3.719,1.0,0.6896551724137930,0.22188122228213400,0.30096286344136800,202.28518491682000,259.22054346092800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689118.25,62654.58,37.54,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.5161,1.6436,31.0,5.0625,1.3905,32.0,5.1724,0.7909,29.0,5.9063,1.4439,32.0,6.1,1.106,30.0,6.0385,0.854,26.0,2.2,0.7024,30.0,2.4688,1.0893,32.0,3.2759,1.0471,29.0,1715.0,46.0,147.0,1921.0,3.93,3.9,4.03,4.28,1304.0,38.0,0.029,0.008,0.025,1671.0,2575.0,122.0,0.0,,97.43440233236150
,chest,bodypart,noun,borst,,,,,,,,,,,chest,chest,,chest,chest,0.32231562777394500,43.448275862069000,5.0,100.0,898.8620689655170,4.5,4.464444444444440,1.0,0.5517241379310350,0.22998736189784600,0.3090240785008420,206.99597939274400,263.6841785603590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.571428571428600,344231.31,30738.45,33.98,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.764166666666670,1.8608333333333300,33.333333333333300,5.383066666666670,1.1670666666666700,32.0,5.587233333333330,1.5671666666666700,32.0,6.294133333333330,0.9749666666666670,31.666666666666700,6.2587,0.9499333333333330,32.0,5.788233333333330,1.3207666666666700,31.0,3.0705000000000000,1.2687666666666700,33.333333333333300,3.9218333333333300,1.4890666666666700,32.666666666666700,4.329166666666670,1.3981000000000000,31.666666666666700,6105.0,318.0,368.0,3799.0,4.48,4.73,4.43,4.58,3318.0,135.0,0.074,0.028,0.04900000000000000,6042.0,6287.0,230.0,0.0,,98.96805896805900
,chin,bodypart,noun,kin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
an,ear,bodypart,noun,oor,,,,,,,,,,,,ear,,ear,ear,0.3087602614599280,42.3125,4.3125,100.0,873.09375,4.41,4.1675,1.0,0.5625,0.22120090754492100,0.3035923687999890,193.38465605020900,252.04365009926700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301517.43,27124.03,31.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.4706,1.8979,34.0,5.3636,0.8097,33.0,5.1176,1.2311,34.0,6.8529,0.3542,34.0,6.8387,0.447,31.0,6.6875,0.5266,32.0,1.7647,0.9412,34.0,2.0588,0.9375,34.0,3.9118,0.8868,34.0,5131.0,508.0,555.0,2876.0,4.41,4.94,4.61,4.46,3409.0,293.0,0.076,0.06,0.077,5126.0,12048.0,195.0,0.0,,99.90255310855580
an,elbow,bodypart,noun,elleboog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,eye,bodypart,noun,oog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,finger,bodypart,noun,vinger,,,,,,,,,,,finger,finger,finger,finger,finger,0.30176708667388600,44.666666666666700,5.7407407407407400,100.0,906.8518518518520,4.48,4.4,1.0,0.6296296296296300,0.22071681383662700,0.2800720465601440,200.146506585032,251.23029866622700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.453703703703700,310649.24,27861.45,31.34,5.0,0.8422,5.3793,0.8276,0.3103,2.2069,2.6207,0.6207,3.2414,3.5172,4.6897,1.7586,1.3448,5.2414,1.069,0.0345,4.7241,4.8966,1.0345,3.2414,3.7586,1.069,0.1724,0.1379,0.0,0.0,0.4483,0.2414,0.2414,0.4138,0.4828,0.8621,5.9655,0.1034,5.4483,0.2414,0.7586,1.1034,5.8621,2.0345,1.3793,4.3448,0.0345,0.2069,0.1034,0.069,0.3448,0.9655,0.8276,0.7931,3.7931,3.0345,0.6207,3.3793,1.7586,1.8966,0.1034,1.2759,0.0345,0.2414,0.2069,0.1034,0.2414,0.7241,4.8966,1.7241,0.5862,6.0,20.6173,1.3142,6.0,4.9394,1.9991,33.0,5.2059,0.867,34.0,5.1212,1.4514,33.0,6.5588,0.8468,34.0,6.7714,0.5897,35.0,6.4063,0.8609,32.0,1.6286,0.6797,35.0,2.6571,1.1198,35.0,3.9706,0.9231,34.0,6837.0,584.0,812.0,3231.0,4.53,5.0,4.77,4.51,4508.0,269.0,0.1,0.056,0.094,6744.0,16522.0,257.0,0.0,,98.6397542781922
a,foot,bodypart,noun,voet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,forehead,bodypart,noun,voorhoofd,,,,,,,,,,,forehead,forehead,,forehead,forehead,0.23456993468335700,34.714285714285700,7.357142857142860,100.0,908.2142857142860,3.88,4.557777777777780,1.0,0.5714285714285710,0.23629985230304900,0.2900348154840570,214.7520357450430,255.13890314116300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,658514.94,60034.09,36.79,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,3.3824,1.6091,34.0,5.2571,0.6478,35.0,5.1143,1.2368,35.0,6.7059,0.6655,34.0,6.6571,0.5315,35.0,5.7813,1.192,32.0,2.7429,1.0782,35.0,3.4,1.4967,35.0,4.2286,0.7205,35.0,724.0,29.0,62.0,1326.0,3.56,3.71,3.66,4.12,605.0,20.0,0.013,0.004,0.011,706.0,749.0,6.0,0.0,,97.51381215469610
